x,y
4.708805481308585783e+00,6.629679127608585354e+00
4.674210875731786174e+00,6.683837286498885533e+00
4.650503894569757435e+00,6.753479272029243141e+00
4.639019620008213884e+00,6.834268393203757341e+00
4.633325007169757370e+00,6.914107913247542925e+00
4.630302227771157852e+00,6.998530793434599495e+00
4.638097291364514874e+00,7.079037800687285831e+00
4.649627921985042711e+00,7.144430140148828379e+00
4.659930991645028442e+00,7.200529949697857646e+00
4.680191137456800377e+00,7.245904478504914259e+00
4.698388788331571142e+00,7.280052802714642723e+00
4.721127857437357633e+00,7.304045077649000461e+00
4.755225622145771602e+00,7.321705192427629072e+00
4.791771473140300053e+00,7.334152286243543095e+00
4.842373295463228366e+00,7.338975674561356577e+00
4.901449416658542724e+00,7.340962269669499385e+00
4.975843591963757362e+00,7.342460481789628624e+00
5.060813596591685837e+00,7.336876021195043229e+00
5.150792820238528691e+00,7.326387677662657083e+00
5.238624000358913513e+00,7.312082431366385471e+00
5.320377411632171594e+00,7.292725112750457761e+00
5.394739019216571840e+00,7.263846558587900404e+00
5.453271963177900084e+00,7.226589922207300454e+00
5.503994531550385538e+00,7.178251520200514157e+00
5.537131407475185618e+00,7.121546786993357081e+00
5.560423210448014686e+00,7.053039069818700213e+00
5.571553921363800121e+00,6.972743352971485287e+00
5.576846107664599650e+00,6.893802948435728162e+00
5.572773079960314568e+00,6.816959355214014415e+00
5.564939831577900620e+00,6.750025431021442479e+00
5.549266868989900736e+00,6.687916419576514393e+00
5.524855654133213889e+00,6.636586396282213585e+00
5.492345526647729237e+00,6.596156580185185803e+00
5.451862620840471685e+00,6.563501826586142229e+00
5.401122194094527984e+00,6.537469785142528522e+00
5.338280619887085798e+00,6.521956734646843223e+00
5.266459678568486069e+00,6.511800571467142973e+00
5.185570461773914452e+00,6.509593387059486425e+00
5.105400874933557098e+00,6.515270452594142725e+00
5.012026823937499209e+00,6.531134366894642440e+00
4.934836509291385731e+00,6.548164078233142504e+00
4.867438174076114343e+00,6.575080379744656867e+00
4.809049558330600327e+00,6.611594706400828692e+00
4.760914451644386425e+00,6.661013822691114861e+00
4.728308357563556719e+00,6.725415641541785838e+00
4.706619741356114162e+00,6.794407789823414312e+00
4.691068384135285818e+00,6.879492549745771512e+00
4.688128432615128460e+00,6.962540487255314936e+00
4.695592170116886344e+00,7.046697648218557042e+00
4.707064478927599716e+00,7.112806723072885973e+00
4.729708603429314095e+00,7.173637515842842483e+00
4.759904757359300298e+00,7.218792921499057158e+00
4.797718631178713444e+00,7.251035065483728559e+00
4.849895011633842401e+00,7.273815604216828490e+00
4.916883314844143094e+00,7.288722156827871501e+00
4.992795992060642618e+00,7.301426453356286039e+00
5.083402887260814573e+00,7.306346409471699666e+00
5.176728949063942764e+00,7.302164910720500224e+00
5.268175324193671294e+00,7.292865965550499929e+00
5.350321303893442959e+00,7.275762282766486067e+00
5.419499174252028872e+00,7.250099217779828464e+00
5.471808438346471348e+00,7.211660329531056846e+00
5.512966276497928142e+00,7.167486766569743040e+00
5.543173767508370986e+00,7.110753631666185903e+00
5.557021915414614099e+00,7.045018273099785233e+00
5.559111646044385679e+00,6.963919358809528504e+00
5.562540354401313891e+00,6.884610325944000131e+00
5.553280686360528406e+00,6.808358519385128815e+00
5.531452204656128302e+00,6.735174437996128916e+00
5.513705184174128249e+00,6.679377046930914830e+00
5.487760161337885911e+00,6.629839538943500088e+00
5.440931225401913984e+00,6.599417984123813419e+00
5.380911181439400615e+00,6.575897634389014534e+00
5.314057555187514659e+00,6.558274432962442724e+00
5.237500709380857877e+00,6.551236214365428800e+00
5.148259063599414098e+00,6.553832004217285956e+00
5.057207840686142042e+00,6.560654200739628017e+00
4.977666837591956828e+00,6.577785517790743164e+00
4.901086878542214365e+00,6.605686682449714020e+00
4.837209685118429192e+00,6.645954383596971660e+00
4.789634380758913679e+00,6.697471842531485642e+00
4.754069892514928064e+00,6.761399716448813990e+00
4.732495279480614769e+00,6.839812731176114546e+00
4.723532259556014523e+00,6.919336151046857175e+00
4.724506431986457144e+00,7.003895757555757662e+00
4.735142455336214695e+00,7.080461366622100350e+00
4.755704157219772021e+00,7.143142807571628339e+00
4.790354083625699921e+00,7.191822339780685525e+00
4.835154257111228482e+00,7.228249185798399701e+00
4.893508568909457956e+00,7.252610624345628310e+00
4.970700527312271966e+00,7.267521006431015174e+00
5.058355317207699819e+00,7.279242681330842402e+00
5.139962315668328507e+00,7.276385613761928717e+00
5.221383576414500460e+00,7.266670450031214479e+00
5.300716888466413756e+00,7.244864279678914443e+00
5.366813997027657379e+00,7.215424009058571286e+00
5.418535597323727693e+00,7.174116920901156824e+00
5.458914237431343075e+00,7.119478477209786327e+00
5.489681006105613825e+00,7.051376805786828683e+00
5.501573603338028917e+00,6.973782771535586456e+00
5.501077451722671263e+00,6.899656934934114361e+00
5.491592369214628455e+00,6.822609370219828939e+00
5.470577584646028946e+00,6.752155322497528367e+00
5.440430925221799718e+00,6.692015209125471209e+00
5.394313735257171061e+00,6.643393605304370730e+00
5.338261875608013796e+00,6.608297504733671168e+00
5.269462146771628497e+00,6.584938443504285921e+00
5.195556912411842809e+00,6.574523789699614262e+00
5.112270300656057032e+00,6.575223370937157696e+00
5.035495735068857392e+00,6.588832645190385584e+00
4.960635447500856721e+00,6.613492525482714157e+00
4.886458028663357211e+00,6.653446426830456950e+00
4.834648977792471491e+00,6.697594643742770693e+00
4.792893710082256398e+00,6.758617261860385916e+00
4.762712838522529246e+00,6.828407306913986119e+00
4.747673284181199271e+00,6.908994154957985856e+00
4.743950916004143536e+00,6.990004608825899801e+00
4.751352603676900266e+00,7.062594545974900662e+00
4.772218215987057199e+00,7.129523403697385575e+00
4.802207458384314620e+00,7.181411798843171823e+00
4.843890073881729208e+00,7.219337022267557025e+00
4.899802542469685385e+00,7.241686929181828880e+00
4.964969722574285704e+00,7.258191334553814045e+00
5.046486697763185703e+00,7.263880626183728317e+00
5.132100472404657054e+00,7.263452010600299324e+00
5.218300353762143295e+00,7.251653389558870622e+00
5.301546971796786245e+00,7.233988368098742683e+00
5.370804831204472052e+00,7.204199588310899571e+00
5.423479461987670724e+00,7.162880864846728812e+00
5.466671588713743368e+00,7.112573369264270973e+00
5.490512532939428425e+00,7.045770227924128548e+00
5.501742337758842361e+00,6.974564565374371305e+00
5.500692801073028271e+00,6.896398911608042859e+00
5.491318887718171560e+00,6.823461144960071501e+00
5.465647444021970891e+00,6.755023500211242649e+00
5.434102868597942226e+00,6.695574173539457163e+00
5.395403909012071786e+00,6.655910212794343472e+00
5.336186037641399871e+00,6.633014291333414469e+00
5.263325697281728388e+00,6.613332388667157780e+00
5.183182245613257244e+00,6.605748395273728590e+00
5.100413839463899812e+00,6.612363366454500735e+00
5.020623346576528867e+00,6.627442799844500243e+00
4.947389817538328849e+00,6.657011502498986211e+00
4.883317135273685494e+00,6.696334691696928409e+00
4.834067106930828750e+00,6.754636115002328189e+00
4.801782079348614118e+00,6.820396615073414104e+00
4.782038599853685845e+00,6.891866827413529073e+00
4.776114613916028873e+00,6.964993341996757792e+00
4.784412039164885222e+00,7.036448975612471735e+00
4.810470206473771881e+00,7.102415901865785308e+00
4.847218562160399813e+00,7.152806535406400101e+00
4.904005416948799656e+00,7.193569109502228720e+00
4.980746409629214000e+00,7.223971325470443183e+00
5.055059009431628780e+00,7.234334106957684973e+00
5.133189108867614259e+00,7.236753929752485881e+00
5.211853724405400179e+00,7.223022278398828711e+00
5.287255904456514166e+00,7.198423492737942908e+00
5.353379499519356877e+00,7.162126583518542589e+00
5.401690945980485381e+00,7.115481909172943098e+00
5.436480327913057131e+00,7.059434242105543156e+00
5.457353634901414452e+00,6.989860583016471729e+00
5.461134556191585609e+00,6.922909789829943428e+00
5.453219379074885964e+00,6.858150926591986440e+00
5.432402939521557172e+00,6.791874825941900617e+00
5.397219007733142782e+00,6.733405582802171274e+00
5.353933034926442680e+00,6.688261057900557027e+00
5.297676383607942796e+00,6.656932826362485400e+00
5.234512424626499794e+00,6.638207166724271246e+00
5.165196205101699967e+00,6.640005578320028690e+00
5.075435932113200543e+00,6.646528247366299880e+00
5.000947303777457442e+00,6.666503338429171421e+00
4.933761844408229180e+00,6.702335687126557140e+00
4.879707334422929144e+00,6.750672526752871327e+00
4.840339769016199334e+00,6.807808227052857042e+00
4.817548481158413942e+00,6.874811887858927939e+00
4.809775239233785804e+00,6.942511940934571690e+00
4.815557459931828710e+00,7.007679443552342846e+00
4.833283490693672135e+00,7.069651528744956615e+00
4.870246024683370756e+00,7.119255004539371434e+00
4.922836054573928699e+00,7.159441089490299781e+00
4.990429631928813947e+00,7.185341817335300085e+00
5.069449076853514313e+00,7.200987259022086029e+00
5.156406727472071516e+00,7.201007721197128397e+00
5.227216975346499872e+00,7.189514425501186246e+00
5.293741011446242872e+00,7.162604989591343063e+00
5.349067977371785965e+00,7.125382546601128908e+00
5.390160378278243236e+00,7.075777517792729121e+00
5.421582554305142132e+00,7.012728143970642591e+00
5.431867228445171669e+00,6.945928818552400408e+00
5.430692540794457734e+00,6.876271191080385314e+00
5.416530090468071101e+00,6.815971766968227818e+00
5.386222724625771896e+00,6.757213487251513939e+00
5.342337041948028720e+00,6.710894897215472277e+00
5.285965229931614218e+00,6.670414947381128279e+00
5.224895751700385560e+00,6.650219139117057310e+00
5.155376512026200508e+00,6.639989659518085396e+00
5.093740226820071548e+00,6.646050400803257041e+00
5.010922239618285978e+00,6.671326325206885954e+00
4.948856637926414059e+00,6.703761223870471575e+00
4.897210055991400246e+00,6.749290080377343237e+00
4.859716789306199658e+00,6.803956074683986444e+00
4.837356282817315112e+00,6.872934772768428680e+00
4.829679011518514642e+00,6.937851403940742401e+00
4.837135614702156694e+00,7.000316856780743002e+00
4.856309810351042699e+00,7.056197020964871669e+00
4.890377894180170770e+00,7.106750452758056724e+00
4.941766861918956977e+00,7.141980383425257095e+00
5.008666297630614217e+00,7.163594895202828106e+00
5.081791734799085525e+00,7.172192780262285794e+00
5.164189422744557056e+00,7.169856838345428862e+00
5.243515273116099884e+00,7.153903634254385580e+00
5.298664217256942699e+00,7.126180202503528349e+00
5.346566362756727919e+00,7.083725145481557739e+00
5.383062333212328632e+00,7.029921470470228861e+00
5.405576679340943436e+00,6.968035961763971997e+00
5.413992965067428997e+00,6.900955554606171383e+00
5.410266718033757805e+00,6.836513067899471885e+00
5.389051483484257332e+00,6.782842982264128295e+00
5.352547747985013871e+00,6.738460103479114061e+00
5.302598225602028315e+00,6.699352945100399914e+00
5.239601336559514877e+00,6.674876137803900100e+00
5.170458207127671457e+00,6.660927953059156970e+00
5.092880644211442487e+00,6.661257697379371123e+00
5.025934635926057048e+00,6.677839073386229174e+00
4.968033562753686461e+00,6.708299241148071523e+00
4.908854777887314391e+00,6.758163951869071262e+00
4.858805746148356697e+00,6.819009252577042268e+00
4.833032445461971527e+00,6.882297371349428872e+00
4.822331149693829033e+00,6.949379266113886011e+00
4.823111906359500267e+00,7.017192276149999408e+00
4.836652785321986059e+00,7.075079968616085679e+00
4.866223763562170568e+00,7.122717586595913808e+00
4.910298686586585859e+00,7.157093666229243034e+00
4.962739989672813934e+00,7.178566399098714079e+00
5.028179417098485260e+00,7.189099551945829170e+00
5.097517502224428121e+00,7.184051589719828712e+00
5.170669599937641969e+00,7.169855444018113921e+00
5.234713720273142634e+00,7.147749642693414174e+00
5.292051421328985761e+00,7.116150642766614354e+00
5.339746819979542813e+00,7.073037396735228910e+00
5.374167866415642258e+00,7.020069646966171639e+00
5.396006311269757383e+00,6.959662191872943104e+00
5.399406750470686411e+00,6.896040878704885912e+00
5.404742378573742734e+00,6.833775335229142378e+00
5.386602331769428709e+00,6.783922205174957476e+00
5.347110337765742294e+00,6.738057900653771526e+00
5.295499583359600138e+00,6.707350377077070824e+00
5.239163158306070933e+00,6.683724264943243121e+00
5.172199163433600866e+00,6.676373932926343180e+00
5.109136236458857283e+00,6.675215821316685449e+00
5.043431856215185860e+00,6.689665973497143092e+00
4.982051777055928277e+00,6.716048760971085940e+00
4.931837824553842786e+00,6.757126171127514347e+00
4.896860024908656683e+00,6.808750470817557243e+00
4.876768403384370565e+00,6.866800260336385797e+00
4.872428261095614666e+00,6.925885021034799749e+00
4.879796059453857637e+00,6.984502822905871433e+00
4.902172459254442671e+00,7.030908662450400470e+00
4.946043816766256818e+00,7.073040014484885951e+00
4.998908837576271580e+00,7.111273386548485398e+00
5.049141261203828890e+00,7.135349073715685719e+00
5.114963715071142225e+00,7.140424605640570910e+00
5.182237680248114486e+00,7.134533950344371434e+00
5.243109918238529232e+00,7.112502795795128563e+00
5.297786560567429248e+00,7.077066038540371196e+00
5.337760725817085827e+00,7.034736679111543545e+00
5.363632169308728770e+00,6.978882547229985356e+00
5.373104128552514069e+00,6.926756201540585245e+00
5.367482340420056453e+00,6.873832350576642547e+00
5.349683743895629284e+00,6.822241844316700110e+00
5.321605661809785559e+00,6.776700941199642614e+00
5.280053950373785554e+00,6.741526199141943287e+00
5.240171247156543366e+00,6.724794920383286190e+00
5.179848649930699267e+00,6.716437269769271801e+00
5.115217482137628835e+00,6.720497499965185639e+00
5.054295558909885244e+00,6.734146015247342909e+00
5.001226065864842418e+00,6.764161060739014353e+00
4.957611603999443339e+00,6.797127165187999864e+00
4.926004622381271680e+00,6.845091648826828745e+00
4.911680205679414435e+00,6.902211931367914666e+00
4.911025544149600464e+00,6.952735418559099934e+00
4.920589135090243538e+00,7.001150882100142248e+00
4.947417230826299139e+00,7.041454140777156923e+00
4.994707447178929449e+00,7.074262872741956976e+00
5.049333397506857501e+00,7.097511671559900037e+00
5.109700124281685518e+00,7.110184125577829306e+00
5.160955918445099933e+00,7.105723935324585128e+00
5.216115923849842240e+00,7.089131485764314178e+00
5.264892268694557842e+00,7.062864385297842773e+00
5.304412950800785786e+00,7.022756077889156678e+00
5.330986880416543450e+00,6.980269242626657267e+00
5.344326376798014699e+00,6.924003820499014417e+00
5.339947888618729266e+00,6.871277272801442848e+00
5.326621730614128580e+00,6.827485885470671256e+00
5.299746514575415013e+00,6.784597742772642270e+00
5.261344796433999882e+00,6.747841568300429138e+00
5.226493921043986468e+00,6.731987910695143462e+00
5.184112675110585045e+00,6.727436020110957315e+00
5.124580630731386144e+00,6.732982927011114782e+00
5.063535530644814209e+00,6.746915161186528564e+00
5.017835140372700842e+00,6.769384136282228681e+00
4.981625074025485489e+00,6.802624515029257246e+00
4.951542764739300218e+00,6.843915257200300140e+00
4.935973078099728184e+00,6.890972988120114273e+00
4.936009012815099517e+00,6.939923954372629211e+00
4.950071492170671661e+00,6.987235819752728005e+00
4.976182166626871073e+00,7.022495300723099909e+00
5.019747116519686081e+00,7.050439586531156877e+00
5.065433289824642138e+00,7.068119478652371335e+00
5.125246444162799619e+00,7.081969088860728512e+00
5.171325017232557109e+00,7.079506963437329325e+00
5.212815020548714706e+00,7.063224457585599581e+00
5.250416113121685768e+00,7.037274573579486159e+00
5.285671015911942661e+00,6.999167791471485600e+00
5.300120981679914856e+00,6.957397165572070996e+00
5.305945067394299386e+00,6.915496785686414682e+00
5.297060242044928202e+00,6.868137106452657292e+00
5.271915442843686073e+00,6.830647318054443140e+00
5.241786097299400815e+00,6.800173052549470576e+00
5.203811523024929109e+00,6.776609368398814226e+00
5.166476163816899891e+00,6.770393524458228285e+00
5.113651262858028623e+00,6.778033382202785617e+00
5.060103488493857604e+00,6.791026182661156874e+00
5.016715811799999258e+00,6.811289154445042904e+00
4.981366495738428490e+00,6.841286729224085761e+00
4.952014752394985564e+00,6.879988353372385568e+00
4.941237469754585554e+00,6.920234391717285938e+00
4.943361850443600325e+00,6.963429446556828495e+00
4.959624217962813830e+00,7.008698765196856861e+00
4.987694882301542343e+00,7.037573676892214358e+00
5.026589837063743182e+00,7.058523774058243383e+00
5.075494572105585078e+00,7.073896511820143118e+00
5.128191818390242851e+00,7.078818394563470839e+00
5.170902751956114152e+00,7.077520960525843563e+00
5.206395113663942809e+00,7.061085942345543209e+00
5.247272851835584895e+00,7.028085811355771817e+00
5.269716861563486177e+00,6.998379845517371578e+00
5.283210284915342392e+00,6.954395357692943591e+00
5.285171102661600173e+00,6.916755717918770863e+00
5.278175730964713708e+00,6.872578401080028598e+00
5.254205887801829178e+00,6.834872772077785541e+00
5.225117775067557702e+00,6.807339120453399950e+00
5.191143450875943088e+00,6.787104411547099758e+00
5.158354702744128772e+00,6.779556105756471496e+00
5.114858052211515016e+00,6.786282632199129417e+00
5.063024366012499833e+00,6.798888170558428534e+00
5.026075200675957255e+00,6.820583016476557070e+00
4.993231137384785079e+00,6.852771841531514418e+00
4.972954010501543287e+00,6.883345781278285891e+00
4.960914093844828621e+00,6.923299949468585623e+00
4.962232824478829407e+00,6.959170548330414263e+00
4.980433920454386154e+00,6.996280919536400411e+00
5.005048734520457288e+00,7.019269087062957269e+00
5.044781344510028909e+00,7.038466899406485844e+00
5.085948505036171241e+00,7.044847149701142897e+00
5.139479727440428469e+00,7.048609803946171759e+00
5.172918676579086217e+00,7.045154455857599807e+00
5.203332525831285693e+00,7.029199976126029092e+00
5.232797014935000490e+00,7.004647232784114053e+00
5.252928479177771059e+00,6.971150227745513739e+00
5.265515968723442519e+00,6.931252807365384960e+00
5.262060782568829254e+00,6.896232775126071246e+00
5.250460571519299791e+00,6.860421508484642494e+00
5.228274049566828729e+00,6.833434837237113868e+00
5.197285851185514005e+00,6.807752944449599219e+00
5.165323719274742764e+00,6.797612246104143274e+00
5.137277436129414454e+00,6.797892240167256794e+00
5.091634604897457450e+00,6.810183043555114502e+00
5.050223116325943451e+00,6.827780879053742424e+00
5.017313418354042653e+00,6.853354436904571578e+00
